"attributes","Id","Name","Amount","StageName","AccountId","OwnerId"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyiAAA""}","0063h000008wpyiAAA","Opportunity for Goodwin400",175770,"Closed Won","0013h00000Ffg5yAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpyjAAA""}","0063h000008wpyjAAA","Opportunity for Diaz177",130515,"Closed Won","0013h00000Ffg93AAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpykAAA""}","0063h000008wpykAAA","Opportunity for Shaw178",283440,"Closed Lost","0013h00000FffwcAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpylAAA""}","0063h000008wpylAAA","Opportunity for Lambert182",1750200,"Value Proposition","0013h00000Ffg6gAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpymAAA""}","0063h000008wpymAAA","Opportunity for Blair183",2598300,"Needs Analysis","0013h00000Ffg8fAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wpynAAA""}","0063h000008wpynAAA","Opportunity for Barber186",2340210,"Qualification","0013h00000Ffg1EAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0FAAQ""}","0063h000008wq0FAAQ","Opportunity for Gomez345",3145700,"Closed Lost","0013h00000FfgBBAAZ","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0GAAQ""}","0063h000008wq0GAAQ","Opportunity for Lamb346",1668500,"Closed Lost","0013h00000Ffg2XAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0HAAQ""}","0063h000008wq0HAAQ","Opportunity for Fuller347",157900,"Closed Lost","0013h00000Ffg0oAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0IAAQ""}","0063h000008wq0IAAQ","Opportunity for Christensen684",624510,"Qualification","0013h00000Ffg3ZAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq0JAAQ""}","0063h000008wq0JAAQ","Opportunity for Murray689",2135800,"Closed Lost","0013h00000Ffg43AAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3oAAA""}","0063h000008wq3oAAA","Opportunity for Vasquez1191",2101255,"Closed Won","0013h00000FffzAAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3jAAA""}","0063h000008wq3jAAA","Opportunity for Padilla1183",66246,"Closed Won","0013h00000FffxbAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3kAAA""}","0063h000008wq3kAAA","Opportunity for Abbott1184",2016250,"Closed Won","0013h00000Ffg6kAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3mAAA""}","0063h000008wq3mAAA","Opportunity for Rice1187",261400,"Proposal/Price Quote","0013h00000Fffy0AAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3pAAA""}","0063h000008wq3pAAA","Opportunity for Tate1543",460956,"Closed Won","0013h00000Ffg0MAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3qAAA""}","0063h000008wq3qAAA","Opportunity for Bates1547",3426450,"Closed Won","0013h00000Ffg0IAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3rAAA""}","0063h000008wq3rAAA","Opportunity for McKinney1548",3526355,"Qualification","0013h00000FfgBgAAJ","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3sAAA""}","0063h000008wq3sAAA","Opportunity for Banks1549",363901,"Closed Won","0013h00000FfgADAAZ","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3tAAA""}","0063h000008wq3tAAA","Opportunity for Burgess1551",68600,"Closed Won","0013h00000FffxmAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3uAAA""}","0063h000008wq3uAAA","Opportunity for Reynolds1553",3464115,"Value Proposition","0013h00000FffwUAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3vAAA""}","0063h000008wq3vAAA","Opportunity for Mitchell1555",123280,"Closed Won","0013h00000FffyOAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3xAAA""}","0063h000008wq3xAAA","Opportunity for Cole1563",601500,"Closed Lost","0013h00000FfgBzAAJ","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq3yAAA""}","0063h000008wq3yAAA","Opportunity for Chapman1566",2294400,"Closed Won","0013h00000Ffg51AAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq40AAA""}","0063h000008wq40AAA","Opportunity for Munoz1931",1113000,"Closed Won","0013h00000Fffx1AAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq41AAA""}","0063h000008wq41AAA","Opportunity for Griffin1933",150043,"Closed Won","0013h00000Ffg6rAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq43AAA""}","0063h000008wq43AAA","Opportunity for Joseph1936",2920800,"Closed Won","0013h00000Ffg6HAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9CAAQ""}","0063h000008wq9CAAQ","Opportunity for Lewis1718",1415700,"Closed Won","0013h00000FffwLAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq99AAA""}","0063h000008wq99AAA","Opportunity for Johnson1707",3612800,"Needs Analysis","0013h00000Ffg2oAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9AAAQ""}","0063h000008wq9AAAQ","Opportunity for Parker1715",886570,"Negotiation/Review","0013h00000Ffg8JAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9BAAQ""}","0063h000008wq9BAAQ","Opportunity for Erickson1716",1771150,"Value Proposition","0013h00000Ffg9GAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9DAAQ""}","0063h000008wq9DAAQ","Opportunity for French1719",1840000,"Closed Won","0013h00000Ffg5fAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9EAAQ""}","0063h000008wq9EAAQ","Opportunity for Duncan1725",847450,"Prospecting","0013h00000FffwTAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9FAAQ""}","0063h000008wq9FAAQ","Opportunity for Leonard584",318600,"Qualification","0013h00000FffxTAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9HAAQ""}","0063h000008wq9HAAQ","Opportunity for Santiago590",57510,"Closed Lost","0013h00000FffzcAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9IAAQ""}","0063h000008wq9IAAQ","Opportunity for Morton591",1741100,"Proposal/Price Quote","0013h00000FfgAWAAZ","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9JAAQ""}","0063h000008wq9JAAQ","Opportunity for Reynolds593",3503360,"Qualification","0013h00000FffzrAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9KAAQ""}","0063h000008wq9KAAQ","Opportunity for Bowers595",681410,"Closed Won","0013h00000Ffg92AAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9LAAQ""}","0063h000008wq9LAAQ","Opportunity for Armstrong600",2102240,"Prospecting","0013h00000Fffz3AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9MAAQ""}","0063h000008wq9MAAQ","Opportunity for Johnston601",377520,"Closed Lost","0013h00000Ffg97AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9NAAQ""}","0063h000008wq9NAAQ","Opportunity for Nash605",1840600,"Closed Won","0013h00000Ffg0mAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9OAAQ""}","0063h000008wq9OAAQ","Opportunity for Evans607",341390,"Closed Lost","0013h00000Ffg6cAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9PAAQ""}","0063h000008wq9PAAQ","Opportunity for Norman968",728525,"Closed Won","0013h00000Ffg6TAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9QAAQ""}","0063h000008wq9QAAQ","Opportunity for Keller977",54900,"Closed Lost","0013h00000FffzTAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq48AAA""}","0063h000008wq48AAA","Opportunity for Baldwin443",852720,"Closed Lost","0013h00000Ffg6wAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq44AAA""}","0063h000008wq44AAA","Opportunity for Todd1938",466200,"Qualification","0013h00000Ffg5DAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq45AAA""}","0063h000008wq45AAA","Opportunity for Warner1943",1844200,"Closed Won","0013h00000FfgAwAAJ","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq47AAA""}","0063h000008wq47AAA","Opportunity for Waters1946",17000,"Closed Lost","0013h00000Ffg6yAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq49AAA""}","0063h000008wq49AAA","Opportunity for Gross444",683100,"Closed Lost","0013h00000Ffg47AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4AAAQ""}","0063h000008wq4AAAQ","Opportunity for Barker446",1794340,"Closed Lost","0013h00000Ffg1LAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4CAAQ""}","0063h000008wq4CAAQ","Opportunity for Barnes448",182000,"Closed Won","0013h00000Ffg8QAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4EAAQ""}","0063h000008wq4EAAQ","Opportunity for Beck451",1518400,"Closed Won","0013h00000Ffg7eAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4FAAQ""}","0063h000008wq4FAAQ","Opportunity for Bryan454",380500,"Closed Lost","0013h00000Ffg02AAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4HAAQ""}","0063h000008wq4HAAQ","Opportunity for Mendez460",23245,"Closed Won","0013h00000Ffg6XAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4IAAQ""}","0063h000008wq4IAAQ","Opportunity for Christensen462",133800,"Closed Won","0013h00000Ffg6vAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4JAAQ""}","0063h000008wq4JAAQ","Opportunity for Stevenson463",103690,"Closed Lost","0013h00000Ffg7nAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4KAAQ""}","0063h000008wq4KAAQ","Opportunity for Arnold464",805000,"Closed Won","0013h00000Ffg8zAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4LAAQ""}","0063h000008wq4LAAQ","Opportunity for Wolfe807",3198400,"Closed Won","0013h00000FffwlAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4MAAQ""}","0063h000008wq4MAAQ","Opportunity for Hamilton810",895290,"Needs Analysis","0013h00000Ffg6RAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4NAAQ""}","0063h000008wq4NAAQ","Opportunity for Hall811",260500,"Closed Lost","0013h00000Ffg0XAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9XAAQ""}","0063h000008wq9XAAQ","Opportunity for Lloyd988",2243150,"Proposal/Price Quote","0013h00000FffxfAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9TAAQ""}","0063h000008wq9TAAQ","Opportunity for Jennings981",141300,"Qualification","0013h00000Ffg7DAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9UAAQ""}","0063h000008wq9UAAQ","Opportunity for Weber983",279405,"Closed Lost","0013h00000Ffg2WAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9WAAQ""}","0063h000008wq9WAAQ","Opportunity for Lane987",316254,"Closed Won","0013h00000FfgA5AAJ","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9YAAQ""}","0063h000008wq9YAAQ","Opportunity for Porter991",2158750,"Perception Analysis","0013h00000Ffg5cAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9ZAAQ""}","0063h000008wq9ZAAQ","Opportunity for Norman1354",5294610,"Closed Won","0013h00000Ffg8cAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9aAAA""}","0063h000008wq9aAAA","Opportunity for Gomez1357",3618750,"Closed Lost","0013h00000Fffz4AAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9bAAA""}","0063h000008wq9bAAA","Opportunity for Sullivan1358",163530,"Closed Won","0013h00000Ffg48AAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9cAAA""}","0063h000008wq9cAAA","Opportunity for Harrison1359",475597,"Qualification","0013h00000Ffg19AAB","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9dAAA""}","0063h000008wq9dAAA","Opportunity for Austin1360",347730,"Value Proposition","0013h00000Ffg8zAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9eAAA""}","0063h000008wq9eAAA","Opportunity for Cannon1361",1452090,"Closed Won","0013h00000FffxGAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9fAAA""}","0063h000008wq9fAAA","Opportunity for Dean1363",156655,"Closed Won","0013h00000Ffg61AAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9gAAA""}","0063h000008wq9gAAA","Opportunity for Ferguson1365",3541100,"Needs Analysis","0013h00000Ffg1KAAR","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9iAAA""}","0063h000008wq9iAAA","Opportunity for Wilkins1370",2649500,"Needs Analysis","0013h00000FfgC9AAJ","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9jAAA""}","0063h000008wq9jAAA","Opportunity for Wilkins1372",932900,"Closed Won","0013h00000FffyTAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9kAAA""}","0063h000008wq9kAAA","Opportunity for Olson1373",25739,"Closed Won","0013h00000Ffg7LAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9lAAA""}","0063h000008wq9lAAA","Opportunity for Dennis1374",3463920,"Closed Won","0013h00000FffwsAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9mAAA""}","0063h000008wq9mAAA","Opportunity for Buchanan1727",112000,"Closed Lost","0013h00000FffzYAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4SAAQ""}","0063h000008wq4SAAQ","Opportunity for Banks821",133017,"Perception Analysis","0013h00000Ffg4cAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4PAAQ""}","0063h000008wq4PAAQ","Opportunity for Stokes814",1750,"Needs Analysis","0013h00000FfgAPAAZ","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4QAAQ""}","0063h000008wq4QAAQ","Opportunity for Goodman815",323550,"Closed Won","0013h00000Fffy1AAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4RAAQ""}","0063h000008wq4RAAQ","Opportunity for Carter816",14720,"Closed Won","0013h00000Ffg2MAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4TAAQ""}","0063h000008wq4TAAQ","Opportunity for Johnston824",913860,"Value Proposition","0013h00000Ffg1KAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4UAAQ""}","0063h000008wq4UAAQ","Opportunity for Powell825",230520,"Closed Won","0013h00000Ffg6lAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4VAAQ""}","0063h000008wq4VAAQ","Opportunity for Parks826",411185,"Closed Won","0013h00000Ffg11AAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4WAAQ""}","0063h000008wq4WAAQ","Opportunity for Stone1195",1817815,"Closed Lost","0013h00000Ffg9dAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4XAAQ""}","0063h000008wq4XAAQ","Opportunity for Hayes1197",1593200,"Perception Analysis","0013h00000FfgBCAAZ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4YAAQ""}","0063h000008wq4YAAQ","Opportunity for Logan1198",40480,"Closed Lost","0013h00000FfgBHAAZ","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4ZAAQ""}","0063h000008wq4ZAAQ","Opportunity for Owens1201",94151,"Closed Won","0013h00000Ffg4pAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4aAAA""}","0063h000008wq4aAAA","Opportunity for Lane1202",16485,"Closed Won","0013h00000Ffg9jAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4bAAA""}","0063h000008wq4bAAA","Opportunity for Nichols1204",2169600,"Closed Won","0013h00000FffxXAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4dAAA""}","0063h000008wq4dAAA","Opportunity for Howard1207",449438,"Value Proposition","0013h00000Ffg43AAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4eAAA""}","0063h000008wq4eAAA","Opportunity for Murray1210",1639550,"Closed Won","0013h00000Ffg4CAAR","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4fAAA""}","0063h000008wq4fAAA","Opportunity for Wagner1214",580000,"Closed Lost","0013h00000Ffg3PAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4gAAA""}","0063h000008wq4gAAA","Opportunity for Thomas1215",342886,"Closed Won","0013h00000Ffg2MAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4hAAA""}","0063h000008wq4hAAA","Opportunity for Yates1567",7425,"Closed Lost","0013h00000FffwXAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4jAAA""}","0063h000008wq4jAAA","Opportunity for Curtis1571",198000,"Closed Won","0013h00000Ffg3BAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9sAAA""}","0063h000008wq9sAAA","Opportunity for Arnold1738",257045,"Closed Lost","0013h00000Ffg9XAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9oAAA""}","0063h000008wq9oAAA","Opportunity for White1730",1994920,"Negotiation/Review","0013h00000Ffg7gAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9pAAA""}","0063h000008wq9pAAA","Opportunity for Griffin1731",455096,"Closed Won","0013h00000Ffg8EAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9qAAA""}","0063h000008wq9qAAA","Opportunity for Marsh1734",309686,"Closed Won","0013h00000Ffg0gAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9tAAA""}","0063h000008wq9tAAA","Opportunity for Meyer1740",1337090,"Closed Won","0013h00000FffziAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9uAAA""}","0063h000008wq9uAAA","Opportunity for Phillips1742",1580935,"Qualification","0013h00000Ffg6cAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9vAAA""}","0063h000008wq9vAAA","Opportunity for Smith1744",535160,"Closed Lost","0013h00000FfgBsAAJ","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9wAAA""}","0063h000008wq9wAAA","Opportunity for Rhodes1746",918500,"Perception Analysis","0013h00000Ffg70AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9xAAA""}","0063h000008wq9xAAA","Opportunity for Todd1747",2378700,"Closed Lost","0013h00000Ffg52AAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9yAAA""}","0063h000008wq9yAAA","Opportunity for Jackson611",73600,"Closed Won","0013h00000Ffg7pAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq9zAAA""}","0063h000008wq9zAAA","Opportunity for Keller612",765600,"Closed Lost","0013h00000Ffg17AAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA0AAI""}","0063h000008wqA0AAI","Opportunity for Osborne613",834280,"Closed Won","0013h00000Ffg4hAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA1AAI""}","0063h000008wqA1AAI","Opportunity for Valdez617",273090,"Closed Won","0013h00000Ffg0HAAR","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA2AAI""}","0063h000008wqA2AAI","Opportunity for Weber619",3474950,"Closed Won","0013h00000Ffg6RAAR","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA3AAI""}","0063h000008wqA3AAI","Opportunity for West620",2151600,"Closed Won","0013h00000Fffy4AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA5AAI""}","0063h000008wqA5AAI","Opportunity for Jackson625",1948800,"Closed Won","0013h00000Ffg2CAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA6AAI""}","0063h000008wqA6AAI","Opportunity for Daniels627",1422600,"Qualification","0013h00000FfgBoAAJ","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA7AAI""}","0063h000008wqA7AAI","Opportunity for Robinson994",1191000,"Closed Won","0013h00000FffwfAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqA8AAI""}","0063h000008wqA8AAI","Opportunity for Crawford995",2880800,"Closed Won","0013h00000FffyWAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4pAAA""}","0063h000008wq4pAAA","Opportunity for Campbell1583",2008900,"Closed Won","0013h00000FfgAeAAJ","0053h000003de77AAA"
